Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
MX vs. ATV Supercross,PS3,2014,Racing,Nordic Games,0.02,0.01,0,0,0.03,58,4,3.5,4,Nordic Games Publishing,E
Greg Hastings' Tournament Paintball Max'd,GBA,2006,Shooter,Activision,0.02,0.01,0,0,0.03,,,tbd,,"Machineworks Northwest, WXP",E10+
Prison Architect,PS4,2016,Action,Introversion Software,0.01,0.01,0,0,0.03,80,18,8,20,"Introversion, Double Eleven",M
Star Trek: Tactical Assault,PSP,2006,Strategy,Ubisoft,0.02,0,0,0,0.03,64,15,7.9,10,Quicksilver Software,E
Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,DS,2009,Adventure,Creative Core,0,0,0.03,0,0.03,,,,,,
Eco Creatures: Save The Forest,DS,2007,Adventure,Rising Star Games,0.03,0,0,0,0.03,55,13,tbd,,Headlock,E
Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,DS,2011,Action,Namco Bandai Games,0,0,0.03,0,0.03,,,,,,
Dragon Tamer: Sound Spirit,DS,2007,Role-Playing,Namco Bandai Games,0,0,0.03,0,0.03,,,,,,
Frogger: Ancient Shadow,XB,2005,Platform,Konami Digital Entertainment,0.02,0.01,0,0,0.03,,,,,,
La Pucelle: Ragnarok,PSP,2009,Role-Playing,Nippon Ichi Software,0,0,0.03,0,0.03,,,,,,
Kiniro no Corda 2 f Encore,PSP,2009,Role-Playing,Tecmo Koei,0,0,0.03,0,0.03,,,,,,
Bleach: Soul Carnival 2,PSP,2009,Fighting,Sony Computer Entertainment,0,0,0.03,0,0.03,,,,,,
ParaParaParadise,PS2,2001,Misc,Konami Digital Entertainment,0,0,0.03,0,0.03,,,,,,
Tiger & Bunny: On-Air Jack!,PSP,2012,Action,Namco Bandai Games,0,0,0.03,0,0.03,,,,,,
Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,2012,Action,Namco Bandai Games,0,0,0.03,0,0.03,,,,,,
Gotcha Force,GC,2003,Shooter,Capcom,0.01,0,0.01,0,0.03,,,,,,
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,PS2,2007,Fighting,Banpresto,0,0,0.03,0,0.03,,,,,,
Warship Gunner 2,PS2,2006,Simulation,Tecmo Koei,0.01,0.01,0,0,0.03,62,13,8.5,11,Micro Cabin,T
Gal Gun: Double Peace,PSV,2015,Action,PQube,0,0.01,0.01,0,0.03,,,8.1,10,"Alchemist, Inti Creates",M
Rugby League Live,PS3,2010,Sports,Home Entertainment Suppliers,0,0.02,0,0.01,0.03,,,,,,
Warhammer: Mark of Chaos,PC,2006,Strategy,Deep Silver,0,0.02,0,0,0.03,73,32,7.4,57,Black Hole Games,M
Fast & Furious: Showdown,X360,2013,Action,Activision,0,0.03,0,0,0.03,,,,,,
Driver: Parallel Lines,Wii,2007,Racing,Ubisoft,0.01,0.01,0,0,0.03,59,9,6,20,Reflections Interactive,M
Battlefield Vietnam,PC,2004,Shooter,Electronic Arts,0,0.02,0,0,0.03,84,48,7.5,133,Digital Illusions,T
The Perfect Golf,PS,1995,Sports,Seta Corporation,0,0,0.03,0,0.03,,,,,,
Wrestle Kingdom,PS2,2006,Fighting,Yuke's,0,0,0.03,0,0.03,,,,,,
Demon Driver: Time to Burn Rubber!,GBA,2003,Racing,Ignition Entertainment,0.02,0.01,0,0,0.03,,,,,,
Age of Conan: Rise of the Godslayer,PC,2010,Role-Playing,Funcom,0,0.02,0,0,0.03,83,14,8.4,52,Funcom,M
Infinite Stratos 2: Ignition Hearts,PS3,2014,Adventure,5pb,0,0,0.03,0,0.03,,,,,,
Mojo!,XB,2003,Puzzle,DreamCatcher Interactive,0.02,0.01,0,0,0.03,,,,,,
Secret Files 2: Puritas Cordis,Wii,2009,Adventure,Deep Silver,0,0.02,0,0,0.03,70,6,tbd,,Deep Silver,T
Putty Squad,PSV,2013,Platform,System 3,0.01,0.01,0,0.01,0.03,,,8.2,6,System 3,E10+
Young Justice: Legacy,Wii,2013,Action,Namco Bandai Games,0,0.03,0,0,0.03,,,,,Freedom Factory Studios,T
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PS2,2006,Adventure,Konami Digital Entertainment,0,0,0.03,0,0.03,,,,,,
Totally Spies! Totally Party,PC,2008,Misc,Ubisoft,0,0.02,0,0,0.03,,,,,,
Buffy the Vampire Slayer: Chaos Bleeds,GC,2003,Action,Vivendi Games,0.02,0.01,0,0,0.03,75,18,9,9,Eurocom Entertainment Software,T
Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,3DS,2013,Fighting,Arc System Works,0,0,0.03,0,0.03,,,,,,
Brothers Conflict: Passion Pink,PSP,2012,Action,Idea Factory,0,0,0.03,0,0.03,,,,,,
Clannad,X360,2008,Adventure,Prototype,0,0,0.03,0,0.03,,,,,,
Kuryuu Youma Gakuenki Recharge,PS2,2006,Adventure,Atlus,0,0,0.03,0,0.03,,,,,,
My Frogger: Toy Trials,DS,2006,Action,Konami Digital Entertainment,0.02,0,0,0,0.03,66,10,tbd,,Konami,E
Jet Grind Radio,GBA,2003,Action,Sega,0.02,0.01,0,0,0.03,74,22,9.3,6,Vicarious Visions,E
Kisuato,PSV,2015,Adventure,TGL,0,0,0.03,0,0.03,,,,,,
Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PSV,2015,Simulation,FuRyu,0,0,0.03,0,0.03,,,,,,
Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,DS,2009,Action,Russel,0,0,0.03,0,0.03,,,,,,
Magicka,PC,2011,Role-Playing,Paradox Interactive,0,0.02,0,0.01,0.03,74,44,7.6,602,Arrowhead Game Studios,T
Schlag den Raab,PC,2010,Misc,Namco Bandai Games,0,0.02,0,0,0.03,,,,,,
The Peanuts Movie: Snoopy's Grand Adventure,3DS,2015,Action,Activision,0,0.03,0,0,0.03,,,8.8,4,"Activision, Behaviour Interactive",E
Baldur's Gate: Dark Alliance,GBA,2004,Role-Playing,"Destination Software, Inc",0.02,0.01,0,0,0.03,76,17,6.5,11,Magic Pockets,T
Prince of Persia (2008),PC,2008,Action,Ubisoft,0,0.02,0,0,0.03,,,,,,
The Adventures of Lomax,PS,1996,Platform,Psygnosis,0.01,0.01,0,0,0.03,,,,,,
Under the Skin,PS2,2004,Action,Capcom,0.01,0.01,0,0,0.03,55,30,tbd,,Capcom,T
Kabu Trader Shun,DS,2007,Action,Capcom,0,0,0.03,0,0.03,,,,,,
Diabolik Lovers: Lunatic Parade,PSV,2016,Adventure,Idea Factory,0,0,0.03,0,0.03,,,,,,
Max Payne 2: The Fall of Max Payne,PC,2003,Shooter,Take-Two Interactive,0,0.02,0,0,0.03,86,46,9,797,Remedy Entertainment,M
Poy Poy,PS,1997,Action,Konami Digital Entertainment,0.01,0.01,0,0,0.03,,,,,,
Hermie Hopperhead: Scrap Panic,PS,1995,Platform,Sony Computer Entertainment,0,0,0.02,0,0.03,,,,,,
NHL 07,XB,2006,Sports,Electronic Arts,0.02,0.01,0,0,0.03,75,14,7.7,6,EA Sports,E10+
Dream Girl Premier,3DS,2015,Misc,Alchemist,0,0,0.03,0,0.03,,,,,,
DrumMania 7th Mix,PS2,2001,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03,,,,,,
AMNESIA World,PSV,2014,Adventure,Idea Factory,0,0,0.03,0,0.03,,,,,,
Runabout 3: Neo Age,PS2,2002,Racing,BAM! Entertainment,0,0,0.03,0,0.03,,,,,,
Emily Archer and the Curse of Tutankhamun,DS,2011,Adventure,Mastertronic,0,0.02,0,0,0.03,,,,,Mastertronic,E10+
Steins;Gate 0,PS3,2015,Adventure,5pb,0,0,0.03,0,0.03,,,,,,
LEGO Pirates of the Caribbean: The Video Game,PC,2011,Action,Disney Interactive Studios,0.02,0,0,0,0.03,73,11,6.6,17,Traveller's Tales,E10+
Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PSP,2010,Adventure,Prototype,0,0,0.03,0,0.03,,,,,,
Archer Maclean Presents: Pool Paradise,GC,2004,Sports,Ignition Entertainment,0.02,0.01,0,0,0.03,,,,,,
Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,2010,Strategy,Irem Software Engineering,0,0,0.03,0,0.03,,,,,,
NatGeo Challenge! Wild Life,X360,2010,Misc,Black Bean Games,0,0.02,0,0,0.03,,,,,,
Battlezone,PSP,2006,Shooter,Atari,0.02,0,0,0,0.03,57,13,tbd,,Paradigm Entertainment,E10+
Ookiku Furikabutte: Honto no Ace ni Nareru kamo,DS,2007,Sports,Marvelous Interactive,0,0,0.03,0,0.03,,,,,,
Medal of Honor: Vanguard,PS2,2007,Shooter,Electronic Arts,0,0,0.03,0,0.03,63,29,6.1,34,Electronic Arts,T
Guild Wars: Nightfall,PC,2006,Role-Playing,NCSoft,0,0.02,0,0,0.03,84,30,8.7,104,ArenaNet,T
Touch Shot! Love Application,PS3,2012,Adventure,Compile Heart,0,0,0.03,0,0.03,,,,,,
Homefront: The Revolution,PC,2016,Shooter,Deep Silver,0.01,0.02,0,0,0.03,54,48,3.5,281,Deep Silver Dambuster Studios,M
Nanotek Warrior,PS,1997,Shooter,Virgin Interactive,0.01,0.01,0,0,0.03,,,,,,
Galileo,DS,2008,Adventure,D3Publisher,0,0,0.03,0,0.03,,,,,,
Cake Mania: Baker's Challenge,PS2,2008,Puzzle,Destineer,0.01,0.01,0,0,0.03,,,,,,
Kenka Bancho Otome,PSV,2016,Action,Screenlife,0,0,0.03,0,0.03,,,,,,
Super Monkey Ball Adventure,PS2,2006,Platform,Sega,0.01,0.01,0,0,0.03,,,,,,
Madden NFL 07,GBA,2006,Sports,Electronic Arts,0.02,0.01,0,0,0.03,,,,,,
Renegade Racers,PS,1999,Racing,Interplay,0.01,0.01,0,0,0.03,,,,,,
The Legend of Korra (3DS),3DS,2014,Strategy,Activision,0.02,0,0,0,0.03,,,,,,
Yuusha Shisu.,PSV,2016,Role-Playing,Nippon Ichi Software,0,0,0.03,0,0.03,,,,,,
AniMates!,DS,2007,Simulation,Lexicon Entertainment,0.02,0,0,0,0.03,,,,,,
The Sims 2: Bon Voyage,PC,2007,Simulation,Electronic Arts,0.01,0.01,0,0,0.03,,,,,,
Franklin the Turtle,GBA,2005,Misc,Game Factory,0.02,0.01,0,0,0.03,,,,,,
Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,2016,Action,Activision,0.01,0.01,0,0,0.03,,,,,,
MySims,PC,2008,Simulation,Electronic Arts,0,0.02,0,0,0.03,,,,,,
Backyard NFL Football,Wii,2007,Sports,Atari,0.02,0,0,0,0.03,,,,,,
My Ballet Studio,Wii,2009,Simulation,505 Games,0.02,0,0,0,0.03,,,,,,
Senran Kagura: Bon Appétit!,PSV,2014,Misc,Marvelous Entertainment,0,0,0.03,0,0.03,,,,,,
Star Wars The Clone Wars: Republic Heroes,PC,2009,Action,LucasArts,0,0.02,0,0,0.03,,,,,,
Gauntlet / Rampart,GBA,2005,Misc,Zoo Digital Publishing,0.02,0.01,0,0,0.03,,,,,,
River King: Wonderful Journey,PS2,2005,Sports,505 Games,0.01,0.01,0,0,0.03,,,,,,
Bully: Scholarship Edition,PC,2008,Action,Take-Two Interactive,0,0.02,0,0,0.03,,,,,,
The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015,Action,Activision,0,0.02,0,0,0.03,,,,,,
Justice League Heroes: The Flash,GBA,2006,Action,Eidos Interactive,0.02,0.01,0,0,0.03,,,,,,
Bus Simulator 16,PC,2016,Simulation,Astragon,0,0.02,0,0,0.03,,,,,,
Pop Cutie! Street Fashion Simulation (JP sales),DS,2008,Simulation,Tecmo Koei,0,0,0.03,0,0.03,,,,,,
RollerCoaster Tycoon 2: Triple Thrill Pack,PC,2003,Strategy,Atari,0,0.02,0,0,0.03,,,,,,
Bae Yong-joon to Manabu Kankokugo DS,DS,2009,Misc,D3Publisher,0,0,0.03,0,0.03,,,,,,
World War II Combat: Road To Berlin,XB,2006,Shooter,Groove Games,0.02,0.01,0,0,0.03,,,,,,
Age of Empires III: Gold Edition,PC,2007,Strategy,Microsoft Game Studios,0,0.02,0,0,0.03,,,,,,
Metal Saga,PS2,2005,Role-Playing,Success,0.01,0.01,0,0,0.03,,,,,,
Divinity II: Flames of Vengeance,PC,2010,Role-Playing,DTP Entertainment,0,0.02,0,0.01,0.03,,,,,,
CID The Dummy,Wii,2009,Platform,Oxygen Interactive,0.02,0,0,0,0.03,,,,,,
Imagine: Sweet 16,DS,2010,Simulation,Ubisoft,0.02,0,0,0,0.03,,,,,,
Genkai Tokki: Seven Pirates,PSV,2016,Role-Playing,Compile Heart,0,0,0.03,0,0.03,,,,,,
Last Escort 2: Shinya no Amai Toge,PS2,2008,Adventure,D3Publisher,0,0,0.03,0,0.03,,,,,,
Pop'n Music 13 Carnival,PS2,2006,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03,,,,,,
Battlefield 2142,PC,2006,Shooter,Electronic Arts,0,0.02,0,0,0.03,,,,,,
Bookworm,GBA,2004,Puzzle,Unknown,0.02,0.01,0,0,0.03,,,,,,
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,2015,Misc,Namco Bandai Games,0,0,0.03,0,0.03,,,,,,
LEGO Harry Potter: Years 1-4,PC,2010,Action,Warner Bros. Interactive Entertainment,0.01,0.01,0,0,0.03,,,,,,
Monster Mayhem: Build and Battle,Wii,2009,Simulation,Zushi Games,0.02,0,0,0,0.03,,,,,,
Tokushu Houdoubu,PSV,2012,Adventure,Nippon Ichi Software,0,0,0.03,0,0.03,,,,,,
Air Conflicts: Secret Wars,PC,2011,Simulation,bitComposer Games,0,0.02,0,0.01,0.03,,,,,,
My DoItAll,DS,2009,Misc,Tomy Corporation,0.02,0,0,0,0.03,,,,,,
Shakugan no Shana,PS2,2006,Adventure,Media Works,0,0,0.03,0,0.03,,,,,,
Kawasaki Snowmobiles,Wii,2008,Racing,Metro 3D,0.02,0,0,0,0.03,,,2,6,Data Design Interactive,E
Hokuto no Ken: Hokuto Shinken Denshousha no Michi,DS,2008,Action,Spike,0,0,0.03,0,0.03,,,,,,
Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,PSP,2011,Adventure,Idea Factory,0,0,0.03,0,0.03,,,,,,
Mega Minis Volume 2,PSP,2011,Misc,Sony Computer Entertainment,0,0.02,0,0.01,0.03,,,,,,
The King of Fighters: Maximum Impact - Maniax,XB,N/A,Fighting,Unknown,0.02,0.01,0,0,0.03,,,,,,
X3: Terran Conflict,PC,2008,Simulation,Deep Silver,0,0.02,0,0,0.03,73,16,7.9,221,Egosoft,T
Little Busters! Converted Edition,PSV,2012,Action,Prototype,0,0,0.03,0,0.03,,,,,,
Lost Planet 2,PC,2010,Shooter,Capcom,0,0.02,0,0,0.03,63,15,6.3,87,Capcom,T
HotBrain,PSP,2007,Puzzle,Midway Games,0.02,0,0,0,0.03,,,,,,
Open Season,PS2,2006,Platform,Ubisoft,0.01,0.01,0,0,0.03,57,6,tbd,,Ubisoft,E10+
Pro Yakyuu Family Stadium,Wii,2008,Sports,Namco Bandai Games,0,0,0.03,0,0.03,,,,,,
Marker Man Adventures,DS,2009,Platform,Majesco Entertainment,0.02,0,0,0,0.03,,,tbd,,Glyphic Entertainment,E
Monster Hunter Frontier Online: Forward 2,X360,2011,Role-Playing,Capcom,0,0,0.03,0,0.03,,,,,,
Moyashimon DS,DS,2009,Action,Takara Tomy,0,0,0.03,0,0.03,,,,,,
Ocean Commander,Wii,2009,Simulation,Valcon Games,0.02,0,0,0,0.03,,,tbd,,Cyber Planet,E
A Ressha de Gyoukou 2001,PS2,2001,Simulation,ArtDink,0,0,0.03,0,0.03,,,,,,
Let's Play Ballerina,Wii,2010,Sports,Deep Silver,0.02,0,0,0,0.03,,,tbd,,ZigZagIsland,E
Starry ? Sky: In Autumn,PSP,2010,Misc,Asgard,0,0,0.03,0,0.03,,,,,,
Pitball,PS,1996,Sports,Time Warner Interactive,0.01,0.01,0,0,0.03,,,,,,
Judge Dredd: Dredd Vs Death,PS2,2003,Shooter,BAM! Entertainment,0.01,0.01,0,0,0.03,52,13,5.3,9,Rebellion,M
Combat Wings: The Great Battles of WWII,Wii,N/A,Simulation,City Interactive,0.02,0,0,0,0.03,,,,,City Interactive,
D.C. III: Da Capo III,PSP,2013,Adventure,Kadokawa Games,0,0,0.03,0,0.03,,,,,,
Ducati Moto,DS,2008,Racing,Vir2L Studios,0.02,0,0,0,0.03,69,4,tbd,,4J Studios,E
Drome Racers,GBA,2003,Racing,THQ,0.02,0.01,0,0,0.03,73,9,tbd,,Mobius Entertainment,E
Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP,2012,Adventure,Idea Factory,0,0,0.03,0,0.03,,,,,,
X-Men Origins: Wolverine - Uncaged Edition,PC,2009,Action,Activision,0.02,0,0,0,0.03,,,,,,
Tenkaichi * Sengoku Lovers,DS,2010,Adventure,Rocket Company,0,0,0.03,0,0.03,,,,,,
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,2013,Misc,Paon Corporation,0,0,0.03,0,0.03,,,,,,
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,PS2,2007,Misc,Sega,0,0,0.03,0,0.03,,,,,,
Bode Miller Alpine Skiing,PS2,2006,Sports,Valcon Games,0.01,0.01,0,0,0.03,,,6.6,5,49Games,E
Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,GBA,2006,Role-Playing,Marvelous Interactive,0,0,0.02,0,0.03,,,,,,
SWAT 4,PC,2005,Shooter,Vivendi Games,0,0.02,0,0,0.03,85,49,8.6,224,Irrational Games,M
R-Type Delta,PS,1998,Shooter,Irem Software Engineering,0.01,0.01,0,0,0.03,,,,,,
Battlefield 1942,PC,2002,Shooter,Electronic Arts,0.01,0.01,0,0,0.03,89,27,8.6,326,Digital Illusions,T
Petz: Catz Playground,DS,2010,Simulation,Ubisoft,0.02,0,0,0,0.03,,,tbd,,Ubisoft,E
Heroes of Hellas 2: Olympia,DS,2012,Puzzle,Unknown,0,0.02,0,0,0.03,,,,,,
Angelique: Maren no Rokukishi,PSP,2011,Adventure,Idea Factory,0,0,0.03,0,0.03,,,,,,
Teddy Together,3DS,2016,Simulation,Nintendo,0,0.02,0,0,0.03,,,tbd,,Arika,
The Sims 4: City Living,PC,2016,Simulation,Electronic Arts,0.01,0.02,0,0,0.03,77,10,5.7,28,Maxis,T
Napoleon Dynamite: The Game,DS,2007,Puzzle,Crave Entertainment,0.02,0,0,0,0.03,45,9,7.3,4,7 Studios,E10+
Soul Eater: Battle Resonance,PSP,2009,Action,Namco Bandai Games,0,0,0.03,0,0.03,,,,,,
Magicka Collection,PC,2011,Adventure,Unknown,0,0.02,0,0,0.03,,,7.5,6,Paradox Interactive,T
Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,DS,2008,Misc,D3Publisher,0,0,0.03,0,0.03,,,,,,
Captain Morgane and the Golden Turtle,PC,2012,Adventure,Reef Entertainment,0,0.02,0,0,0.03,54,6,6.2,11,Wizarbox,
Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,DS,2008,Simulation,Broccoli,0,0,0.03,0,0.03,,,,,,
Rock 'N' Roll Adventures,Wii,2007,Platform,Popcorn Arcade,0.02,0,0,0,0.03,,,tbd,,Data Design Interactive,E
War Gods,PS,1996,Fighting,GT Interactive,0.01,0.01,0,0,0.03,,,,,,
Monster Mayhem: Build and Battle,DS,2009,Simulation,Zushi Games,0.02,0,0,0,0.03,,,tbd,,Brain Toys,E
Senjou no Waltz,PSV,2014,Adventure,Idea Factory,0,0,0.03,0,0.03,,,,,,
Evangelion: Jo,PS2,2009,Action,Namco Bandai Games,0,0,0.03,0,0.03,,,,,,
Deus Ex: Mankind Divided,PC,2016,Role-Playing,Square Enix,0,0.02,0,0,0.03,83,55,6,641,"Eidos Montreal, Nixxes Software",M
Doki Oki,PS,1995,Adventure,Banpresto,0,0,0.02,0,0.03,,,,,,
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PSV,2012,Adventure,ChunSoft,0,0,0.03,0,0.03,,,,,,
Gakuen Alice: WakuWaku * Happy Friends,DS,2007,Adventure,Kids Station,0,0,0.03,0,0.03,,,,,,
Konohana 2: Todoke Kanai Requiem,PS2,2002,Adventure,Success,0,0,0.03,0,0.03,,,,,,
Derby Time 2006,PSP,2006,Sports,Sony Computer Entertainment,0,0,0.03,0,0.03,,,,,,
I Heart Geeks,DS,2011,Puzzle,CDV Software Entertainment,0.02,0,0,0,0.03,,,,,,
Let's Dance with Mel B,PS3,2011,Sports,Black Bean Games,0,0.02,0,0,0.02,,,,,,
Dungeon Siege II,PC,2005,Role-Playing,Microsoft Game Studios,0,0.02,0,0,0.02,80,51,7.9,158,Gas Powered Games,M
Jewel Quest 5: The Sleepless Star,DS,2012,Action,Licensed 4U,0,0.02,0,0,0.02,,,,,,
Battlestations: Pacific,PC,2009,Strategy,Eidos Interactive,0,0.02,0,0,0.02,,,,,,
MAPLUS: Portable Navi 3,PSP,2009,Misc,Edia,0,0,0.02,0,0.02,,,,,,
Neverwinter Nights Diamond,PC,2004,Role-Playing,Atari,0,0.02,0,0,0.02,,,,,,
DEATH NOTE: L o Tsugu Mono,DS,2007,Adventure,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,
ZooCube,GC,2002,Puzzle,Acclaim Entertainment,0.02,0,0,0,0.02,,,,,,
Spy Hunter / Super Sprint,GBA,2005,Racing,Zoo Digital Publishing,0.02,0.01,0,0,0.02,,,,,,
BlazBlue: Chrono Phantasma Extend,PSV,2015,Action,PQube,0,0.02,0,0.01,0.02,,,,,,
Kangokutou Mary Skelter,PSV,2016,Role-Playing,Compile Heart,0,0,0.02,0,0.02,,,,,,
Clover no Kuni no Alice: Wonderful Wonder World,PS2,2010,Adventure,Prototype,0,0,0.02,0,0.02,,,,,,
Otometeki Koi Kakumei * Love Revo! Portable,PSP,2010,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,,,
Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,PSV,2013,Adventure,5pb,0,0,0.02,0,0.02,,,,,,
Room Zoom: Race for Impact,XB,2004,Racing,Jaleco,0.02,0.01,0,0,0.02,,,,,,
Tube Slider,GC,N/A,Racing,Unknown,0.02,0,0,0,0.02,62,21,tbd,,Nd Cube,E
GRID Autosport,PC,2014,Racing,Codemasters,0,0.02,0,0,0.02,78,35,6.2,257,Codemasters,E
DoDonPachi Dai-Oujou: Black Label Extra,X360,2009,Shooter,5pb,0,0,0.02,0,0.02,,,,,,
Shinseiki Evangelion: Battle Orchestra,PS2,2007,Fighting,Broccoli,0,0,0.02,0,0.02,,,,,,
Let's Play Garden,Wii,2010,Simulation,Deep Silver,0.02,0,0,0,0.02,,,tbd,,Deep Silver,E
Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,DS,2008,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Battlefield 2: Modern Combat(JP sales),PS2,2005,Shooter,Electronic Arts,0,0,0.02,0,0.02,,,,,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PS3,2016,Misc,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
My Animal Centre,Wii,2009,Simulation,Deep Silver,0,0.02,0,0,0.02,,,,,,
The Idolmaster: Gravure For You! Vol.7,PS3,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
The Lord of the Rings: Conquest,PC,2009,Action,Electronic Arts,0,0.02,0,0,0.02,57,24,6.8,41,Pandemic Studios,T
Stake: Fortune Fighters,XB,2003,Fighting,Metro 3D,0.02,0.01,0,0,0.02,26,8,3.7,6,Gameness Art Software,T
Serious Sam Advance,GBA,2004,Shooter,Global Star,0.02,0.01,0,0,0.02,51,9,7.2,10,Climax Group,M
Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,PS3,N/A,Adventure,N/A,0,0,0.02,0,0.02,,,,,,
Pop'n Music 12 Iroha,PS2,2006,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,
Foto Showdown,DS,2010,Role-Playing,Unknown,0.02,0,0,0,0.02,,,tbd,,Alpha Unit,E
BeatMania IIDX 11: IIDX Red,PS2,2006,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,
Juusanshi Engi Engetsu Sangokuden 2,PSP,2014,Action,Idea Factory,0,0,0.02,0,0.02,,,,,,
Petz: Dolphinz Encounter,DS,2009,Simulation,Ubisoft,0.01,0.01,0,0,0.02,,,tbd,,Ubisoft,E
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,GC,2005,Sports,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,
Road Trip: The Arcade Edition,GC,2002,Racing,Zoo Digital Publishing,0.02,0,0,0,0.02,,,tbd,,Takara,E
Alien Breed Trilogy,X360,2011,Shooter,Mastertronic,0,0.02,0,0,0.02,,,,,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,PS3,2015,Adventure,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
No More Heroes: Heroes' Paradise,X360,2010,Action,Marvelous Interactive,0,0,0.02,0,0.02,,,,,,
Blade Arcus from Shining EX,PS4,2015,Fighting,Sega,0,0,0.02,0,0.02,,,,,,
Virtua Tennis: World Tour (jp sales),PSP,2005,Sports,Sega,0,0,0.02,0,0.02,,,,,,
Turbo: Super Stunt Squad,WiiU,2013,Sports,D3Publisher,0,0.02,0,0,0.02,,,3.9,8,Monkey Bar Games,E
XBLAZE Code: Embryo,PSV,2013,Adventure,Arc System Works,0.01,0,0.01,0,0.02,43,5,7.4,24,Arc System Works,M
Cold War,XB,2005,Shooter,DreamCatcher Interactive,0.02,0.01,0,0,0.02,60,25,8,4,Mindware Studios,T
Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP,2012,Action,5pb,0,0,0.02,0,0.02,,,,,,
Barbie and Her Sisters Puppy Rescue,Wii,2015,Action,Namco Bandai Games,0,0.02,0,0,0.02,,,tbd,,"Torus Games, Little Orbit",E
Disney Planes Fire & Rescue,WiiU,2014,Action,Disney Interactive Studios,0.01,0.01,0,0,0.02,,,,,,
Steel Battalion: Line of Contact,XB,2004,Simulation,Capcom,0.02,0.01,0,0,0.02,70,19,8,8,Capcom,T
Ken to Mahou to Gakuen Mono. 2G,PS3,2010,Role-Playing,Acquire,0,0,0.02,0,0.02,,,,,,
Spy Hunter: Nowhere To Run,PS2,2006,Racing,Midway Games,0.01,0.01,0,0,0.02,51,21,6,6,Terminal Reality,T
Kami Naru Kimi to,PSP,2011,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,,,
NBA Starting Five,XB,2002,Sports,Konami Digital Entertainment,0.02,0.01,0,0,0.02,,,,,,
Ikki Tousen: Eloquent Fist,PSP,2008,Fighting,Marvelous Interactive,0,0,0.02,0,0.02,,,,,,
Carmen Sandiego: The Secret of the Stolen Drums,XB,2004,Action,BAM! Entertainment,0.02,0.01,0,0,0.02,,,,,,
Disney's Magical Quest 3 Starring Mickey and Donald,GBA,2003,Action,Capcom,0.02,0.01,0,0,0.02,58,7,tbd,,Klein Computer Entertainment,E
Omega Quintet,PS4,2014,Role-Playing,Compile Heart,0,0,0.02,0,0.02,58,22,7.2,79,Compile Heart,T
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
